Season,Team,FT_Result,GHome,GConHome,Win,Draw,Lose,GAway,GConAway,W,D,L,Points,GF,GA,GD,MP
09/10,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Parma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Udinese,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
09/10,Fiorentina,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
09/10,Napoli,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
09/10,Bologna,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
09/10,Juventus,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Livorno,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
09/10,Milan,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
09/10,Palermo,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
09/10,Roma,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
09/10,Sampdoria,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Siena,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
09/10,Inter,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
09/10,Chievo,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
09/10,Atalanta,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
09/10,Bari,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Cagliari,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
09/10,Catania,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
09/10,Lazio,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Parma,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
09/10,Sampdoria,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
09/10,Udinese,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Inter,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
09/10,Palermo,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
09/10,Bologna,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
09/10,Fiorentina,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
09/10,Genoa,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Juventus,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
09/10,Livorno,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
09/10,Napoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
09/10,Roma,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Udinese,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
09/10,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Parma,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Atalanta,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Bari,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
09/10,Cagliari,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
09/10,Catania,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Chievo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Lazio,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
09/10,Sampdoria,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
09/10,Siena,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Bologna,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Fiorentina,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Genoa,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Inter,Home Win,4,3,1,0,0,0,0,3,0,0,3,4,3,1,1
09/10,Juventus,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
09/10,Livorno,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
09/10,Palermo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Roma,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
09/10,Udinese,Draw,3,3,0,1,0,0,0,0,1,0,1,3,3,0,1
09/10,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
09/10,Milan,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
09/10,Atalanta,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
09/10,Bari,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
09/10,Cagliari,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
09/10,Catania,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Chievo,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
09/10,Parma,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
09/10,Sampdoria,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
09/10,Siena,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Roma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Udinese,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Bari,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Chievo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Fiorentina,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Milan,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Palermo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Parma,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Sampdoria,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Bologna,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cagliari,Home Win,5,1,1,0,0,0,0,3,0,0,3,5,1,4,1
10/11,Cesena,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Inter,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Brescia,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Catania,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Genoa,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Juventus,Draw,3,3,0,1,0,0,0,0,1,0,1,3,3,0,1
10/11,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Lecce,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Napoli,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
10/11,Fiorentina,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Milan,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Bari,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cesena,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Chievo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Palermo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Parma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Roma,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
10/11,Sampdoria,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Udinese,Away Win,0,4,0,0,1,0,0,0,0,0,0,0,4,-4,1
10/11,Bologna,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Brescia,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Cagliari,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Catania,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Genoa,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Inter,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Lecce,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Napoli,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Juventus,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Roma,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Bari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Catania,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Cesena,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
10/11,Chievo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Fiorentina,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Juventus,Home Win,4,2,1,0,0,0,0,3,0,0,3,4,2,2,1
10/11,Palermo,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Parma,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Udinese,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Bologna,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Fiorentina,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Genoa,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Inter,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Lazio,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Lecce,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Milan,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Roma,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Bari,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Brescia,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Cagliari,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Catania,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Cesena,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Juventus,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Palermo,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
10/11,Sampdoria,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Fiorentina,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Bologna,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Chievo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Genoa,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Inter,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Lazio,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Lecce,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Udinese,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Napoli,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Genoa,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Milan,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Roma,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Bari,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Brescia,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Cagliari,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Catania,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cesena,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Palermo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Bologna,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Inter,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Bari,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
10/11,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Juventus,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Lazio,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Palermo,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Udinese,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Brescia,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Cagliari,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Catania,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Cesena,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Genoa,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Lecce,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Milan,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Roma,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Parma,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Juventus,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Bari,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Bologna,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Cagliari,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Inter,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Lazio,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Palermo,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Udinese,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Roma,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Brescia,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Catania,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Cesena,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Chievo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Genoa,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Lecce,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
10/11,Napoli,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
10/11,Parma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Juventus,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Sampdoria,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Bari,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Brescia,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cagliari,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Inter,Home Win,5,2,1,0,0,0,0,3,0,0,3,5,2,3,1
10/11,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Palermo,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Udinese,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Chievo,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
10/11,Milan,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Catania,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Cesena,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Lecce,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Parma,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Sampdoria,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Napoli,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Bologna,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Genoa,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Palermo,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Udinese,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Bologna,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
10/11,Brescia,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Cagliari,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Juventus,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Lecce,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Roma,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Cesena,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Milan,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Bari,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Catania,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Chievo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Lazio,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Napoli,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Bologna,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Brescia,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Cagliari,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Genoa,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Inter,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Juventus,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
10/11,Lecce,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Palermo,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Roma,Home Win,4,2,1,0,0,0,0,3,0,0,3,4,2,2,1
10/11,Udinese,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Bari,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Catania,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Cesena,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Fiorentina,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Lazio,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Milan,Draw,4,4,0,1,0,0,0,0,1,0,1,4,4,0,1
10/11,Napoli,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Parma,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Sampdoria,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Inter,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
10/11,Napoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Brescia,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Cagliari,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Catania,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Cesena,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Genoa,Away Win,2,4,0,0,1,0,0,0,0,0,0,2,4,-2,1
10/11,Juventus,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Lazio,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Lecce,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Inter,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Palermo,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Parma,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Roma,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
10/11,Bari,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Bologna,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Fiorentina,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Milan,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Udinese,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Catania,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Lazio,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Brescia,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
10/11,Cagliari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Genoa,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Inter,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Juventus,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Lecce,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Napoli,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cesena,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Chievo,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Palermo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
10/11,Parma,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Roma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Sampdoria,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Udinese,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Bari,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
10/11,Cagliari,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
10/11,Udinese,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Bologna,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Brescia,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Genoa,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Inter,Home Win,5,3,1,0,0,0,0,3,0,0,3,5,3,2,1
10/11,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Lecce,Away Win,2,4,0,0,1,0,0,0,0,0,0,2,4,-2,1
10/11,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
10/11,Parma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
10/11,Milan,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
10/11,Roma,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Bari,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Brescia,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
10/11,Cagliari,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
10/11,Catania,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
10/11,Cesena,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
10/11,Juventus,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Palermo,Away Win,2,4,0,0,1,0,0,0,0,0,0,2,4,-2,1
10/11,Sampdoria,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
10/11,Fiorentina,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Sampdoria,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
10/11,Bologna,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Inter,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
10/11,Chievo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
10/11,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Genoa,Home Win,4,3,1,0,0,0,0,3,0,0,3,4,3,1,1
